crash_record_id,date,url,title,site,description,priority
c24d687c138d3e2f322f5a14ccc9ed66e1ba8237ca46a1bba06b703b45aea59b98ae2286e4b1ee47a760fdbd21962b3a27346694ebf02efa4de7470492af25e1,2018-01-04T00:30:29Z,https://abc7chicago.com/post/2-critically-injured-in-ashburn-multi-vehicle-crash/2857381/,2 critically injured in Ashburn multi-vehicle crash,ABC 7 Chicago,"Two people were critically injured in a multi-vehicle crash in Chicago's Ashburn neighborhood involving at least two vehicles and a semi, which caused a diesel spill.",
f3f8050df79a71122ed814e6867d8f75945f01a12336a64b119b731db5cc3612f53122d54ed79057c12acc74eaf8d2ff4d90de7cf5760d2b7fc52f20870a6e96,2018-01-13T03:10:41Z,https://abc7chicago.com/post/3-cousins-killed-in-fiery-far-south-side-crash/2933662/,3 cousins killed in fiery Far South Side crash,ABC 7 Chicago,"Three members of the same family were killed early Friday morning in fiery crash on Chicago's Far South Side. Three cousins, identified as Michael Battista, 48; Anthony Flores, 30; and Ralph Quiroz, 47, were pronounced dead at the scene.",
2d536788bbae64adc243c355768dca478e92161d20e96b9dd822ee49359e1e931cca4a4c83117974e5dbf1755743c465e30a8bb57efddba7fcd7199d643f25a7,2018-01-14T03:36:00+00:00,https://cwbchicago.com/2018/01/woman-dies-in-single-vehicle-crash-a.html,Woman Dies In Single-Vehicle Crash At Belmont/LSD,CWBChicago,"A woman was killed in a single-vehicle rollover crash near Belmont and Lake Shore Drive on Saturday afternoon, police said. The woman’s black vehicle was traveling in the right southbound lane when it slammed into the concrete abutment of the bridge over Belmont Avenue and rolled down an adjacent embankment,",
986684a2ed6fa4e33b6f8458ef6f53ca4d5b9a2f327bfba65a74df8dbfc544116021d29fe82f4f68d1ec192607d37e2c466eaf8ca6cbf63469f99d67c3b2e613,2018-01-24T06:33:00-0600,https://www.cbsnews.com/chicago/news/washington-park-crash/,"1 Killed, 1 Critically Injured In Washington Park Crash",CBS News,"The passenger, 25-year-old Cedrick Wright, was taken to St. Bernard Hospital, where he was pronounced dead at 10:58 a.m., according to police and the Cook County Medical Examiner's Office",
8297b90960581a6eeba388187655c4ca7ab4ea6275960f0d7b7d5063f9d09a50ae77f25dd611e1f36141e0e022c266e537cc1c85fa1ff18de44c1e0dc499ad05,2018-02-04T21:45:00Z,https://chicago.suntimes.com/2018/2/4/18348965/woman-43-killed-in-single-vehicle-crash-in-west-garfield-park,"Woman, 43, killed in single-vehicle crash in West Garfield Park",Chicago Sun-Times,"Melanie Victory was driving at 6:47 a.m. in the 4400 block of West Lake when her vehicle struck a pole, according to Chicago Police and the Cook County Medical Examiner’s Office. Victory was pronounced dead at Mount Sinai Hospital at 7:30 a.m., authorities said. She lived in the same neighborhood as the crash.",
43d4918650d7f05bb8aeb356e5eecd5e14610ce842678173c37bc81a9a5de561e8aa068bad8ec642ab3db98a81cee56de9d57fe650b488e8415e9b395a12fbdb,2018-02-12T21:44:00Z,https://chicago.suntimes.com/2018/2/12/18396462/man-charged-with-striking-68-year-old-man-with-car-in-logan-square,Man charged with striking 68-year-old man with car in Logan Square,Chicago Sun-Times,A man was charged with striking a 68-year-old man with a car last month as he walked in the Logan Square neighborhood on the Northwest Side.,
451e75925ceb65abd8f1bd804e7b75a7e57d7c935137a65db572d2d7a76809f616850bf6053c8ba460fbfd2498ec0d0f117fe7dca0e48806ed22b202a6628dd1,2018-02-20,https://www.smithandthomas.com/obituary/carl-bibbs,Obituary for Carl Bibbs at JOHNSON'S FUNERAL HOME,smithandthomas.com,"Carl Bibbs was born April 22, 1956 in Chicago, Illinois to the union of Annie Lucille and Lee Luster Bibbs. He was the third of five children. His father Lee Luster Bibbs and brother Darrien Bibbs preceded him in death. Carl attended Wells High School in Chicago, IL. Carl attended Wells High School in Chicago, IL. Carl met the love of his life, Debra, whom he passionately referred to as “Fluffy”.  They married on June 12, 1975 and to this union, one son, Frank Dion Bibbs was born. Carl retired from University of Illinois Hospital as a Hospital Service Worker in 2001.",
451e75925ceb65abd8f1bd804e7b75a7e57d7c935137a65db572d2d7a76809f616850bf6053c8ba460fbfd2498ec0d0f117fe7dca0e48806ed22b202a6628dd1,2018-02-22T21:17:00Z,https://chicago.suntimes.com/2018/2/22/18385525/man-61-dies-more-than-a-month-after-being-hit-by-vehicle-in-humboldt-park,"Man, 61, dies more than a month after being hit by vehicle in Humboldt Park",Chicago Sun-Times,"Carl Bibbs, 61, was struck by a vehicle Jan. 8 in the 3100 block of West Grand Avenue.",
508670c83bbc3a50b6effa995cd076e9b3eec060fd79868d2fa3b2dd6121672b13eef33b292a53885747e8892d23f7dd19ed9f8d810456bc6358805688dd0af7,2018-03-07T08:34:55-0600,https://www.cbsnews.com/chicago/news/chicago-lawn-semi-pedestrian/,"Woman Struck, Killed By Semi In Chicago Lawn",CBS News,"Police said two women were standing on the 6800 block of South Western Avenue and arguing shortly after midnight, when one of them ran out into traffic.",
fdd84df84cadb7e639b177a06068f95a6f35e367aba8eb6e8b4c4ad8d36b91bbd46d1a58ca49d674e6b74b4529fffcbfbb75ac2e5eb642203a578bf91fb66c7d,2018-03-10T15:24:00Z,https://chicago.suntimes.com/2018/3/10/18377820/man-dies-4-days-after-being-hurt-in-englewood-crash,Man dies 4 days after being hurt in Englewood crash,Chicago Sun-Times,Wyn Bradley died days after he was injured in a crash in the Englewood neighborhood on the South Side.,
73c5a30f3931080d0ad1de440142a1d46d3b612566c3ade590ee74410a379cf9b2e97a7eb5d32e534d0b01b6dd4546cc60993d342e14b521f963c0ff1fc64203,2018-03-12T19:05:00Z,https://chicago.suntimes.com/2018/3/12/18455522/woman-killed-man-critically-injured-in-englewood-crash,"Woman killed, man critically injured in Englewood crash",Chicago Sun-Times,"The 25-year-old woman, identified as Mattulia Robinson, was a passenger in a vehicle that crashed at 4:27 a.m. in the 700 block of West 69th Street.",
73c5a30f3931080d0ad1de440142a1d46d3b612566c3ade590ee74410a379cf9b2e97a7eb5d32e534d0b01b6dd4546cc60993d342e14b521f963c0ff1fc64203,2018-03-14T00:03:00Z,https://chicago.suntimes.com/2018/3/13/18329278/prosecutors-man-driving-80-mph-drunk-in-englewood-crash-that-killed-passenger,"Prosecutors: Man driving 80 mph, drunk in Englewood crash that killed passenger",Chicago Sun-Times,"Just before the crash, prosecutors said Cunningham was likely driving between 73 and 80 mph as he headed east on 69th Street toward Emerald Avenue.&nbsp;",
ac438e8769fba72d51fde446d16ce691020721afbb61c8dc56c1f7ab58b1550a6a75234bc9abb081a0afc75c4d9e7b0959781c2f87424c9de948fa9471272c05,2018-03-23T23:49:38+00:00,https://chi.streetsblog.org/2018/03/23/cta-bus-driver-fatally-struck-woman-in-grand-crossing-in-early-march,"CTA Bus Driver Killed Tasha Nicole Wilson, 37, in Grand Crossing in Early March",Chicago Streetsblog,"The operator was charged with failure to exercise due care for a pedestrian in the roadway. CTA spokesman Brian Steele stated that the bus had no passengers on board at the time of the crash, since the driver was heading to a bus garage.",
f7361f57177a3ee07e083ea599cd4c8947e185be0b6612e816cf970771ee219e1704a43c18f0ce544f9faf2786619320749161974df5f0b12153bffc50d749a0,2018-03-24T22:20:00Z,https://chicago.suntimes.com/2018/3/24/18328901/1-killed-3-injured-in-little-village-crash,"1 killed, 3 injured in Little Village crash",Chicago Sun-Times,34-year-old Enrique Ramirez Cisneros was killed and at least three others were injured Friday evening in a Little Village neighborhood crash on the Southwest Side.,
611326a11713d7b68beb2d642bbcca3446ce4e9366e2cbbda95e285a507d83e4969cd49df7403c565ad9adc018f8eda48b5a0dd767a926d85e7ff8f4eff7b49b,2018-03-25T19:40:00Z,https://chicago.suntimes.com/2018/3/25/18371782/man-dies-after-crashing-sedan-into-telephone-pole-in-hegewisch,Man dies after crashing sedan into telephone pole in Hegewisch,Chicago Sun-Times,"38-year-old Christopher Cardenas was traveling southbound in a sedan when he lost control of his vehicle and struck a telephone pole, police said.",
ae991966e7b45afb341045f7390a2fc1a83e2ad4ed22ad97c4b4f9022158c981c0437637b0e6a41dee16d3291861adf49c8ef663f40026236d72e6b416f59441,2018-03-26T14:56:00Z,https://chicago.suntimes.com/2018/3/26/18382955/2-killed-when-motorcycle-crashes-into-truck-in-archer-heights,2 killed when motorcycle crashes into truck in Archer Heights,Chicago Sun-Times,"Jason Richard Kenealy, 22, and 20-year-old Lindsey Morgan were both pronounced dead at the scene, police and the Cook County Medical Examiner’s Office said. They both lived in southwest suburban Plainfield.",
3794b8a1c290daedb0151126cd204ba98312bcc7f0bc5e5cc94e0d6be3b7b6a65ffe71944b3dd371358fd252e486a67cf7e6ba04f55cade4cf95c39729b26a86,2018-03-26T17:10:40+00:00,https://chi.streetsblog.org/2018/03/26/driver-fatally-strikes-woman-66-in-humboldt-park,"Driver Fatally Struck Teodola Rivera, 66, in Humboldt Park",Chicago Streetsblog,The victim was the 5th Chicago pedestrian fatality case of 2018.,
f7361f57177a3ee07e083ea599cd4c8947e185be0b6612e816cf970771ee219e1704a43c18f0ce544f9faf2786619320749161974df5f0b12153bffc50d749a0,2018-03-26T20:30:00Z,https://chicago.suntimes.com/2018/3/26/18328996/41-year-old-man-charged-with-fatal-little-village-crash,41-year-old man charged with fatal Little Village crash,Chicago Sun-Times,Octavio Navarro was driving the wrong way in the southbound lanes of the 2400 block of South Kostner when he crashed into three other vehicles.,
3794b8a1c290daedb0151126cd204ba98312bcc7f0bc5e5cc94e0d6be3b7b6a65ffe71944b3dd371358fd252e486a67cf7e6ba04f55cade4cf95c39729b26a86,2018-03-27,https://www.theisgorski.com/obituaries/Teodola-Rivera?obId=3107841,Obituary information for Teodola Rivera,theisgorski.com,"Teodola Rivera, 66, passed away on March 26, 2018 in Chicago, IL. She is survived by her three children, Rodrigo Arellano, Efrain Rivera and Eddie Rivera.",
3794b8a1c290daedb0151126cd204ba98312bcc7f0bc5e5cc94e0d6be3b7b6a65ffe71944b3dd371358fd252e486a67cf7e6ba04f55cade4cf95c39729b26a86,2018-03-28T14:18:00Z,https://chicago.suntimes.com/2018/3/28/18371855/woman-fatally-struck-by-vehicle-while-walking-in-hermosa-identified,Woman fatally struck by vehicle while walking in Hermosa identified,Chicago Sun-Times,"Teodola Rivera, 66, was struck by the vehicle at 4:57 a.m. in the 4100 block of West North, authorities said. The driver of the vehicle, a 67-year-old woman, was issued traffic citations for failure to reduce speed, failure to exercise due care upon the roadway and driving an uninsured vehicle, police said.",
8a94c9400d6eaec1c1278cb73ebf78844166e4dff38bd07094c47450b6a375caf7744cef7cbd3b1572074c58cb61e1225fa409596ea635d790998422882974e2,2018-04-06T05:05:00+00:00,https://www.chicagotribune.com/obituaries/dolores-m-sobczak-chicago-il/,"Dolores Sobczak Obituary - Chicago, IL",Chicago Tribune,"Dolores M. Sobczak nee Kazak; age 76; beloved daughter of Johanna and the late Stanley; loving mother of John, Mary Sobczak (Jose Ortiz), Karen Sobczak; devoted grandmother of Joyce, Victoria, and Michelle.",
8a94c9400d6eaec1c1278cb73ebf78844166e4dff38bd07094c47450b6a375caf7744cef7cbd3b1572074c58cb61e1225fa409596ea635d790998422882974e2,2018-04-07T02:29:31Z,https://abc7chicago.com/post/man-cited-in-avondale-parking-lot-crash-that-killed-1/3310950/,Man cited in Avondale parking lot crash that killed 1,ABC 7 Chicago,A man has been cited for reckless driving in a crash in an Avondale parking lot that killed one woman and seriously injured her mother.,
b7418dcce714ec2c87d2bc436d8ab85dd4defa7cb32a9f33c7f79e39ca0927a28dc43f88eb9fc005885e5ba1fc5bcc7aae66d8c830ef141c160e903303249858,2018-06-13,https://www.fox32chicago.com/news/man-lyft-driver-both-charged-with-dui-after-fatal-crash-near-humboldt-park,"Man, Lyft driver both charged with DUI after fatal crash near Humboldt Park",FOX 32 Chicago,"Police said Travis Anderson, 25, of Tempe, Arizona, was charged with a felony count of aggravated driving under the influence resulting in death and misdemeanor counts of driving under the influence; and 32-year-old Elizabeth Renter, of Lena, was taken to Mount Sinai Hospital in serious condition after the crash and subsequently charged with a misdemeanor count of driving under the influence of a drug. The collision killed 23-year-old passenger Anudari Bayaraa.
",
b7418dcce714ec2c87d2bc436d8ab85dd4defa7cb32a9f33c7f79e39ca0927a28dc43f88eb9fc005885e5ba1fc5bcc7aae66d8c830ef141c160e903303249858,2018-06-25T21:14:00Z,https://chicago.suntimes.com/2018/6/25/18419075/passenger-sues-lyft-both-drivers-after-fatal-dui-crash-near-humboldt-park,"Passenger sues Lyft, both drivers after fatal DUI crash near Humboldt Park",Chicago Sun-Times,"Abraham Vucekovich, who was hurt in a fatal, head-on DUI crash between a Lyft car and another car near Humboldt Park is suing the rideshare company and both drivers",
c3c4ae80c78444c591da8f818a04d28b73036afcda0cc2e982c115093983906f3d1ef3ffdb4f37dc1bb91553f26dcc4971a40a32c2abccaa09754583291319f9,2018-07-31T16:48:25+00:00,https://chi.streetsblog.org/2018/07/31/cyclist-killed-on-stony-island-where-alderman-hairston-blocked-protected-lanes,"Cyclist Killed on Stony Island, Where Aldermen Have Blocked Protected Lanes",Chicago Streetsblog,The driver who opened their door in cyclist Luster Jackson's path was not cited.,
dbb6436e1fece1cbf385c63b3a7252521d8eb5262683993f5ba6c7d8be503e1ebbc40aa17312a1ce1ee5c833669e208ecb9797466c321779f7a4bdab0fb342da,2018-08-09T16:02:06+00:00,https://chi.streetsblog.org/2018/08/09/right-turning-dump-truck-driver-fatally-struck-female-cyclist-39-in-greektown,"Right-Turning Dump Truck Driver Fatally Struck Angela Park, 39, in Greektown",Chicago Streetsblog,"Park was transported to Northwestern Hospital where she was pronounced dead at 7:33 a.m., according to the Cook County medical examiner’s office. The Sun-Times reported that a bike helmet and a broken pair of sunglasses were visible below the truck, which is owned by Lakeshore Recycling Systems. The driver was cited for striking a pedestrian in the roadway.
",
dbb6436e1fece1cbf385c63b3a7252521d8eb5262683993f5ba6c7d8be503e1ebbc40aa17312a1ce1ee5c833669e208ecb9797466c321779f7a4bdab0fb342da,2018-08-10T14:22:26+00:00,https://blockclubchicago.org/2018/08/10/athletic-club-instructor-mother-identified-as-woman-in-fatal-west-loop-bike-accident/,"Athletic Club Spin Instructor, Mother Identified As Woman In Fatal West Loop Bike Crash",Block Club Chicago,A 39-year-old woman who died after being hit by a dump truck while riding her bicycle in West Loop has been identified as a mother of two who worked as an athletic trainer.,
dbb6436e1fece1cbf385c63b3a7252521d8eb5262683993f5ba6c7d8be503e1ebbc40aa17312a1ce1ee5c833669e208ecb9797466c321779f7a4bdab0fb342da,2018-08-11,https://www.michalikfuneralhome.com/obituaries/angela-park,"Angela Kristine Park Obituary Aug 9, 2018",michalikfuneralhome.com,"While attending Northwestern, Angela began dabbling in the sport of triathlon. She has since completed upwards of 100 triathlons. She built her company, Spark Multisport, with the belief that adopting a healthy, active lifestyle starts with small changes and motivation. She helped all find his/her inner-athlete. When she was not running, biking, and swimming, she loved to travel and spend time with her husband and daughters.",
